epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.47024609680372703,0.7648769564333215,0.3241353782594477,0.8379322867327874
1,0.6246238187351058,0.6876880932698207,0.32951884381814833,0.8352406049540283
2,0.6583793495608642,0.6708103286481537,0.5301795738040034,0.7349102324848875
3,0.6728945805259862,0.6635527164183536,0.5858561137879114,0.7070719375522858
4,0.694693615478752,0.6526531939309607,0.6281313795015353,0.6859342931607447
5,0.7105445274561204,0.6447277336345661,0.5956926833188861,0.7021536548203284
6,0.7186186999346302,0.6406906539008329,0.5590728527157132,0.7204635731124003
7,0.7302117641344886,0.6348941180206682,0.5844462196077775,0.7077768893416868
8,0.7469543893780328,0.6265228035527345,0.6046893601433947,0.6976553166131361
9,0.7537524995550645,0.6231237498708179,0.5687818864890195,0.7156090755528266
10,0.7617725682469596,0.6191137141182711,0.6056892334594639,0.6971553862094879
11,0.7723225546797469,0.6138387213414398,0.6269988809635333,0.6865005583391277
12,0.7781323862638445,0.6109338051098286,0.6090060909270146,0.6954969400112782
