epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.22404291935581894,0.7759570946255175,0.23498153013105577,0.7650184596960361
1,0.3531252210768162,0.6468747736495218,0.3633642996159884,0.6366356932199918
2,0.4806943761468424,0.5193056238531576,0.414348516613245,0.5856515203530972
3,0.5732755713338551,0.42672443684236505,0.4328496272747333,0.5671503440691874
4,0.6122294948915395,0.38777050510846045,0.48200767086102414,0.5179923291389759
5,0.6341772895454543,0.36582271164009766,0.5019150952307078,0.49808491193331206
6,0.6576753496633145,0.3423246491511336,0.5004452068645221,0.4995548002994977
7,0.6757653234590392,0.32423467654096083,0.5242601724771353,0.4757398275228647
8,0.6973181997307043,0.30268180026929564,0.5161871262467824,0.48381288808125716
9,0.7126228337588788,0.28737716624112125,0.4492284618318081,0.5507715310041721
10,0.7254904152925122,0.27450958470748776,0.44943280059557694,0.5505671850763835
11,0.7347938249958232,0.2652061729601218,0.44849440770653576,0.5515055851294444
12,0.7365329761073423,0.26346702389265775,0.41838392787254775,0.5816160864554919
13,0.7515892248258342,0.24841077721822083,0.4704910571185442,0.529508935717436
14,0.7607182818675728,0.23928171608837218,0.45284095492500526,0.5471590665670542
15,0.7678055773873715,0.2321944226126285,0.38275966248833215,0.6172403446756877
16,0.7867919718450643,0.2132080281549357,0.4031379973659149,0.596862045618204
17,0.7986488350461376,0.20135116495386235,0.4129466208127829,0.5870533505311379
18,0.8066552211881829,0.19334477881181714,0.36866804441580403,0.6313319412561563
19,0.8168234098268308,0.18317658608505918,0.3811642900109291,0.6188357243171105
20,0.820136233939392,0.17986376810466312,0.30660849064588547,0.6933914950260749
21,0.8207305628903445,0.17926943710965548,0.46794257083764446,0.5320574434903952
22,0.8191705489191335,0.18082945721303156,0.46414014209921545,0.5358598220806855
23,0.8296311299006144,0.17036886805533055,0.503558714229327,0.4964413000987126
24,0.8310284116631182,0.16897158833688178,0.5108155734263934,0.4891844265736066
25,0.8408591850304309,0.15914081496956908,0.47946157650305676,0.5205384091689036
26,0.852090501736221,0.14790949621972396,0.4518606702868755,0.5481393583692037
27,0.8548500396423706,0.1451499603576294,0.4924752695056108,0.5075247448224288
28,0.8612698018142062,0.13873019818579382,0.49319123247495067,0.5068088105091682
29,0.8639734846901338,0.1360265142878387,0.5200788562114422,0.4799211151324786
30,0.8718701410522514,0.12812985851849712,0.44506566799603975,0.5549343320039603
31,0.8729440354843035,0.12705596553772402,0.3898829763325361,0.6101170738156025
