epoch,acc,loss,val_acc,val_loss
0,0.08962336927652359,2.2248117923736572,0.23374977707862854,4.768931865692139
1,0.416792631149292,1.6027750968933105,0.3517110347747803,2.4776084423065186
2,0.676007866859436,1.239145040512085,0.36547166109085083,2.251511335372925
3,0.7956445217132568,1.0834866762161255,0.31402769684791565,2.396210193634033
4,0.8304312229156494,0.9821296334266663,0.29184773564338684,2.621245861053467
5,0.8542289733886719,0.8995658159255981,0.2867780327796936,2.85884165763855
6,0.8697522878646851,0.8343861699104309,0.2641906440258026,3.0795094966888428
7,0.8833863139152527,0.777198076248169,0.253666490316391,3.269361972808838
8,0.89205402135849,0.7315210103988647,0.2518332302570343,3.4012038707733154
9,0.8970974087715149,0.6950790882110596,0.2624705731868744,3.4806668758392334
10,0.9006138443946838,0.6648722290992737,0.2855558693408966,3.5204050540924072
11,0.903968334197998,0.6385108828544617,0.29942965507507324,3.5237410068511963
12,0.9063126444816589,0.6143049597740173,0.31749048829078674,3.4916422367095947
13,0.9087109565734863,0.5920288562774658,0.33747509121894836,3.4277877807617188
14,0.9102917909622192,0.5719695091247559,0.3601077198982239,3.335960865020752
15,0.9114022850990295,0.5539305210113525,0.38407567143440247,3.220717668533325
16,0.9127132296562195,0.537234365940094,0.40849629044532776,3.086735963821411
17,0.9140627384185791,0.5216034054756165,0.43547436594963074,2.9378535747528076
18,0.915759265422821,0.5071663856506348,0.46308618783950806,2.7781007289886475
19,0.9179878830909729,0.4938753545284271,0.4956319034099579,2.6118123531341553
20,0.9194376468658447,0.48133960366249084,0.5281549692153931,2.4446544647216797
21,0.9210031032562256,0.46938616037368774,0.5578716397285461,2.2827043533325195
22,0.9226071238517761,0.4580551087856293,0.5869771838188171,2.1299421787261963
23,0.9239026308059692,0.4472673237323761,0.619794487953186,1.986400842666626
24,0.9250053763389587,0.4369347095489502,0.6481531858444214,1.849695086479187
25,0.9258227944374084,0.4271077513694763,0.6698805093765259,1.7183560132980347
26,0.9263471961021423,0.41779541969299316,0.6880092620849609,1.5928795337677002
27,0.9270797967910767,0.40895891189575195,0.7051873803138733,1.4752798080444336
28,0.9276427626609802,0.40054911375045776,0.7249004244804382,1.367051124572754
29,0.9279820322990417,0.3924688994884491,0.7448623776435852,1.2676199674606323
30,0.9283290505409241,0.3846583366394043,0.7636700868606567,1.1743357181549072
31,0.9286529421806335,0.37714165449142456,0.778788685798645,1.0847456455230713
32,0.9291619062423706,0.3699076175689697,0.795898973941803,0.9988961219787598
33,0.9297634363174438,0.36293283104896545,0.8110175728797913,0.9193329811096191
34,0.930395781993866,0.3562188148498535,0.8241218328475952,0.8491045832633972
35,0.930673360824585,0.34977203607559204,0.836909294128418,0.7885375022888184
36,0.930789053440094,0.3435543179512024,0.8468450307846069,0.7353596091270447
37,0.930912435054779,0.3375954329967499,0.8564638495445251,0.6864135265350342
38,0.9312902688980103,0.3318323493003845,0.8658337593078613,0.6403918862342834
39,0.9317298531532288,0.32624155282974243,0.8734157085418701,0.5980079770088196
40,0.9320999979972839,0.3208770751953125,0.8808392286300659,0.5603120923042297
41,0.9327477812767029,0.31570369005203247,0.8862484097480774,0.5263837575912476
42,0.933110237121582,0.3107295334339142,0.891318142414093,0.4938037097454071
43,0.9335189461708069,0.30593153834342957,0.8979721069335938,0.46180999279022217
44,0.9335575103759766,0.3013167977333069,0.9028155207633972,0.4327971041202545
45,0.9338350892066956,0.2968956232070923,0.9066630601882935,0.4083409607410431
46,0.9339970350265503,0.29259487986564636,0.9095600247383118,0.3874802887439728
47,0.9341975450515747,0.28842413425445557,0.9132717847824097,0.3676981031894684
48,0.9343440532684326,0.28438881039619446,0.9180472493171692,0.3487550616264343
49,0.9345214366912842,0.2804652154445648,0.9223021864891052,0.33243489265441895
50,0.9347296357154846,0.2766662836074829,0.9256744384765625,0.3187856078147888
51,0.9350226521492004,0.27301809191703796,0.9288203716278076,0.30642691254615784
52,0.9352771639823914,0.2695162892341614,0.9310610294342041,0.29467666149139404
53,0.9353465437889099,0.2661307454109192,0.9340937733650208,0.28411152958869934
54,0.935469925403595,0.2628636062145233,0.9369907379150391,0.27492719888687134
55,0.9356010556221008,0.25969013571739197,0.939751923084259,0.266688734292984
56,0.9355393648147583,0.2566046118736267,0.9419925808906555,0.25930801033973694
57,0.9359634518623352,0.2536134421825409,0.9436674118041992,0.2532736361026764
58,0.9359943270683289,0.25071924924850464,0.9443463683128357,0.24838538467884064
59,0.936233401298523,0.24790865182876587,0.9445047974586487,0.24397122859954834
60,0.9363799095153809,0.2451951503753662,0.9447311162948608,0.24032041430473328
61,0.9365109801292419,0.24258825182914734,0.9445274472236633,0.23752504587173462
62,0.9365418553352356,0.2400778979063034,0.9446179866790771,0.23440000414848328
63,0.9366574883460999,0.23764505982398987,0.9439163208007812,0.23129598796367645
64,0.9368734359741211,0.23528093099594116,0.9446858763694763,0.22835193574428558
65,0.9369660019874573,0.23299290239810944,0.9447084665298462,0.2252638041973114
66,0.9369891285896301,0.23075644671916962,0.9450027346611023,0.2226211577653885
67,0.9369428157806396,0.22858330607414246,0.9457043409347534,0.21964026987552643
68,0.937019944190979,0.22648167610168457,0.9456364512443542,0.21758252382278442
69,0.9370430707931519,0.22445736825466156,0.9466775059700012,0.21488620340824127
70,0.9370816349983215,0.22251373529434204,0.9462248682975769,0.2140035182237625
71,0.9371125102043152,0.22072860598564148,0.9466549158096313,0.21002396941184998
72,0.937127947807312,0.21944482624530792,0.9456138014793396,0.21348637342453003
73,0.9369660019874573,0.21949832141399384,0.9469491243362427,0.20598460733890533
74,0.9362796545028687,0.22057054936885834,0.9445274472236633,0.2123742699623108
75,0.9365341067314148,0.2188744992017746,0.9466775059700012,0.20428523421287537
76,0.9376600384712219,0.2129131555557251,0.9492350220680237,0.20013776421546936
77,0.9366112351417542,0.21547392010688782,0.9438710808753967,0.20285770297050476
78,0.9371896386146545,0.21231059730052948,0.9426941871643066,0.2046191543340683
79,0.9373207092285156,0.21049119532108307,0.947084903717041,0.19866184890270233
80,0.9367809295654297,0.21072091162204742,0.9450479745864868,0.1960562765598297
81,0.9375751614570618,0.20590750873088837,0.9429658055305481,0.2003452479839325
82,0.9370893836021423,0.20750561356544495,0.9447084665298462,0.19909974932670593
83,0.9372127652168274,0.2069198191165924,0.9479675889015198,0.19544151425361633
84,0.9378373622894287,0.20315305888652802,0.9435542225837708,0.1973995864391327
85,0.9371742010116577,0.20485526323318481,0.9457043409347534,0.19228339195251465
86,0.9369736909866333,0.206145241856575,0.9456590414047241,0.19638250768184662
87,0.937783420085907,0.20287500321865082,0.9418568015098572,0.19857844710350037
