epoch,acc,loss,precision,val_acc,val_loss,val_precision
0,0.805015649475,0.572488816034,0.958852780246,0.830085009407,0.469764969234,0.978672232441
1,0.812097026619,0.53408137655,0.9733016121,0.831868132073,0.463007330746,0.980861713647
2,0.814913928035,0.526573459777,0.97370548915,0.834107402049,0.461111418198,0.980091185612
3,0.816275430375,0.5227085198,0.973432836279,0.833982998213,0.45765569205,0.980675665254
4,0.817253521134,0.518888806972,0.973666517802,0.833443914655,0.466987316246,0.981137950248
5,0.818849765258,0.515674859235,0.973573904422,0.837051627571,0.463942238725,0.97939767792
6,0.820579029753,0.51122253015,0.973206404129,0.834314742005,0.467968724213,0.979641750525
7,0.82306729266,0.506531461591,0.972584303571,0.835455111008,0.467246173468,0.973212185896
8,0.830672926459,0.485319723008,0.973156277794,0.835019697301,0.472579507088,0.974340967111
9,0.836111111104,0.471764447697,0.972146190896,0.834978229461,0.483256495134,0.970355731408
10,0.84113458529,0.459733252693,0.970582463652,0.836097864481,0.495871769124,0.968000796522
11,0.85151017214,0.435470053799,0.972345403991,0.833692722389,0.514104808687,0.961792752972
12,0.857222222226,0.423099222922,0.971444332976,0.833319510821,0.528484666774,0.959723852582
13,0.861885759039,0.413756972423,0.970825301489,0.833443914591,0.543670342597,0.954515211626
14,0.867981220672,0.400638787998,0.971324819287,0.83334024474,0.557626175162,0.951331092123
15,0.869585289519,0.396386736928,0.970958212433,0.833464648638,0.561870768173,0.950725227398
16,0.871643192485,0.392776617006,0.970609100492,0.833070702899,0.576244473774,0.946303250576
17,0.872488262911,0.389235267829,0.970275012723,0.833319510757,0.577001774912,0.946337451713
18,0.87449921755,0.385411194723,0.970155783647,0.832573087369,0.586066143546,0.944248406432
19,0.876298904538,0.381494777212,0.969821606727,0.832635289318,0.594444621157,0.94172725806
20,0.878372456979,0.377543902075,0.96911824401,0.83325730887,0.602821926311,0.939808880262
21,0.880086071984,0.37324865113,0.969064635992,0.832324279637,0.612750613573,0.937873162621
22,0.881823161208,0.369157725436,0.968688456068,0.831764462032,0.624134204165,0.934460185579
23,0.883779342723,0.364683138824,0.968318705503,0.832034003747,0.637004523804,0.931413632689
24,0.885665101729,0.359953073142,0.96835965817,0.831888865992,0.646565134265,0.929392476942
25,0.8880516432,0.3550660155,0.9677637584,0.832448683471,0.659864466328,0.926089608437
26,0.890211267602,0.350224433553,0.967173667872,0.831930333896,0.67434142802,0.922214678474
27,0.892441314565,0.344996880918,0.967269210808,0.832220609784,0.686897115662,0.920223664664
28,0.894804381847,0.339771890909,0.966393406123,0.832531619465,0.706634250343,0.915668473463
29,0.897370892015,0.334274683509,0.96670747729,0.833526850649,0.716348551184,0.914111568303
