epoch,dice_coef,iou,loss,val_dice_coef,val_iou,val_loss
29,0.5575642317385223,0.3874590413190832,0.47712590771528024,0.3222430654573766,0.20309962399132586,0.7065495366393925
30,0.5628902488086948,0.39238739310212395,0.47156850304176556,0.25461154180934464,0.15517969420138378,0.7717768379242121
31,0.5656949124526028,0.39501648207209006,0.46794582762528414,0.4698028585484115,0.3322941671687253,0.5603539624171834
32,0.5725854676754321,0.4020334977415664,0.46125730145629956,0.41397489318996256,0.2729501809717981,0.6161872090959919
33,0.5811248227434965,0.4102424819078018,0.4518122364632526,0.45278168824281945,0.31536925532359583,0.5783835526444142
34,0.5833037832186589,0.4124289945286898,0.4501381921234415,0.45439519808007733,0.3178571942534655,0.5760874245460502
35,0.586398550675283,0.4156263263071354,0.44653892220549324,0.47723915420584256,0.329791730169396,0.5538722158272179
36,0.5895324726009843,0.41870025304419484,0.4438418335285946,0.46985114113255594,0.3239536918179684,0.5617424656495402
37,0.5922814554242946,0.4214317573243706,0.44120304931455584,0.47030782370249763,0.323476695259281,0.5610535072036642
38,0.5938618562707854,0.42308587221363886,0.43998879683551506,0.45930947745886874,0.317451970798557,0.5710415232856318
39,0.5970150413204781,0.42627822878348887,0.43633388049566924,0.37432218998595984,0.24272985736393007,0.6550549251522526
40,0.5986291084123488,0.42785965907039925,0.4352424389390803,0.4338729238933129,0.30339719107171437,0.5979428633336354
41,0.6000940859021239,0.42953453149961596,0.4341315919190497,0.45251910457911887,0.32197831105831703,0.5771018950047424
42,0.6011371390143437,0.4304352654746516,0.4329086110663058,0.46145179313989965,0.31370385285334085,0.5708447356732121
43,0.6036247084686412,0.4330462672520633,0.4304992264479547,0.42715414673346846,0.2836568768186723,0.6039788838761231
44,0.607263678490226,0.4367908403944613,0.42688347673534754,0.44727393750904476,0.3048044992863411,0.5833813478626501
45,0.6093294888883087,0.4389102408541969,0.42411569976688024,0.44231134631462216,0.30073348725542526,0.5888134857658276
46,0.6102132044028287,0.4398879718721209,0.4235450938269867,0.4546588583880122,0.3107542924404782,0.5762899393643708
47,0.6136999515751701,0.44336123208501443,0.4200374983732973,0.425003641850928,0.28412429757717816,0.605066156215329
48,0.6119264954358191,0.44157951996101075,0.42175004849979536,0.4557113552080482,0.3133681901082883,0.5750572099934408
49,0.6171669375837145,0.4470459777324354,0.41658978290225734,0.4878867213675271,0.34442196938137654,0.5428102105095172
