epoch,acc,loss,precision,val_acc,val_loss,val_precision
0,0.718246192201,-5.07313819716,0.68546296929,0.793692938227,-7.56232158276,0.724293978694
1,0.768519343241,-6.70928824784,0.720862486147,0.778437674334,-7.43271247923,0.700870001607
2,0.774249576902,-6.35171572413,0.73139972268,0.779672069958,-7.59812008328,0.702118552573
3,0.777871797149,-6.76332116432,0.733649001251,0.775712688431,-7.50895753963,0.696582079878
4,0.779541878219,-6.80671991223,0.735668854514,0.766419787513,-7.4216287555,0.684188603822
5,0.781983907854,-6.82256222943,0.741012246488,0.789617104294,-7.50253483151,0.71854122362
6,0.781709272288,-7.00544740532,0.742376712666,0.760247810617,-7.55746325341,0.676232959386
7,0.777797571354,-6.93829051494,0.734462248554,0.77568939783,-7.57117670414,0.697131156011
8,0.776431816163,-6.9753358469,0.732365779501,0.776155207918,-7.61664075658,0.697677880864
9,0.782236275673,-7.03320288998,0.743971235788,0.801378796226,-7.35674142917,0.739398256136
10,0.77344793803,-6.97008879514,0.729928805194,0.777249860168,-7.63995722434,0.699090306022
11,0.774798847999,-6.90091819188,0.728559205791,0.770844978617,-7.57315671966,0.690123007043
12,0.773997209109,-6.98566403192,0.726932267969,0.76013135809,-7.58439944704,0.676079011239
13,0.774390605974,-7.04553725304,0.72754528327,0.770006521245,-7.59891495261,0.689223820323
14,0.778621477999,-7.0326772641,0.735600878575,0.777366312574,-7.60097008967,0.699830643265
15,0.777760458426,-7.03001306298,0.733103360088,0.781558599011,-7.53436835331,0.705942825407
16,0.777879219736,-7.11897927549,0.735971057816,0.777063535971,-7.51915272712,0.69966647798
17,0.775563374039,-7.14265505338,0.731412699139,0.776853921661,-7.51868589368,0.699333281374
18,0.7766248033,-7.18060672592,0.733427199087,0.77592230264,-7.55661675738,0.697386619275
19,0.777151806671,-7.20784839716,0.733352964954,0.777808831294,-7.55171912605,0.7004443761
