epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.38265337299805385,0.8086733258999623,0.41120526437584215,0.7943973536987031
1,0.5796920861508157,0.7101539565516902,0.45939752323332655,0.7703012360466851
2,0.6214074413100997,0.6892962733785192,0.4181383957679126,0.7909308005404728
3,0.6540934012100861,0.672953299394957,0.5203914094355798,0.739804314883379
4,0.6805668618227985,0.6597165668810213,0.5307361817648334,0.7346318940962514
5,0.6990111389079012,0.6504944417331073,0.5438993162472189,0.7280503438792348
6,0.7158958819416072,0.6420520627582157,0.5807557107620341,0.7096221692673195
7,0.7253407906960916,0.6373296054275902,0.5880630292452365,0.7059684767517992
8,0.7400223156950018,0.6299888324570488,0.5941717898653399,0.7029141061622182
9,0.7512820661962927,0.6243589661262177,0.5664785519295696,0.7167607080124613
10,0.7608403855854565,0.6195798057454962,0.5158633033220913,0.7420683501014572
11,0.7714836816410642,0.614258164400095,0.5731943230475148,0.7134028598399145
12,0.7820771779264655,0.6089614124985429,0.5625687934805416,0.7187156023517731
13,0.7889932793181937,0.605503361086707,0.5821533911864817,0.7089233095073358
14,0.7929090332459878,0.6035454818555662,0.5652509083884592,0.717374542708038
15,0.8014822304547131,0.5992588832810357,0.552998692411462,0.723500658320697
16,0.8044136235186526,0.5977931874650376,0.5653409157282135,0.7173295397057755
17,0.8214857555008508,0.5892571229953785,0.5250898712852096,0.7374550563460183
18,0.8258977352200566,0.5870511391022064,0.5772071800672025,0.7113964235056258
19,0.8387762036051478,0.5806118981974261,0.5703013226336475,0.7148493395911323
20,0.8295462663109238,0.5852268697979214,0.582665838354591,0.7086670785394621
21,0.842958626028773,0.5785206922062405,0.5784097390256048,0.7107951164672879
22,0.8531318010987939,0.573434100972043,0.5616361737037645,0.719181907860609
23,0.859071240709112,0.5704643811668839,0.5528905970648625,0.7235547197335083
24,0.8610039250151412,0.5694980374924294,0.5499397229977406,0.7250301224783757
