epoch,acc,loss,precision,val_acc,val_loss,val_precision
0,0.799209702698,0.595017895225,0.957350077513,0.830810698881,0.465654951523,0.979253490582
1,0.805539906096,0.561025619462,0.96803948089,0.836844287998,0.455057347571,0.979123576476
2,0.809045383408,0.553482776561,0.968275029723,0.83377565845,0.468186666698,0.976729156626
3,0.812245696404,0.547265103464,0.968432605972,0.839560439573,0.453508211702,0.979085306117
4,0.814514866987,0.541221494537,0.968137683066,0.839664109557,0.460395970283,0.977912361664
5,0.817668231619,0.534173294173,0.96772431102,0.836305204371,0.46051413685,0.977103399622
6,0.822245696401,0.524571366504,0.966730718773,0.835413643042,0.485225958639,0.973613387197
7,0.828458528951,0.511381378099,0.964317340049,0.834439145837,0.478928898276,0.97111049589
8,0.852128325535,0.460799575143,0.962618292191,0.835268505154,0.511934155551,0.952276309241
9,0.863818466365,0.431476176166,0.960175104645,0.835662450833,0.538898737744,0.940994219787
10,0.87602503912,0.403189353074,0.957857469132,0.835081899314,0.572700588051,0.929372925423
11,0.89884194054,0.354552817472,0.963887993491,0.834024466182,0.624122557965,0.914006884267
12,0.906627543036,0.336126758422,0.96380770815,0.83352685059,0.650041671447,0.907356798246
13,0.911885759021,0.322939945734,0.964303233396,0.833734190484,0.682803522569,0.900782434609
14,0.92010172144,0.30613233715,0.966774488876,0.832801161185,0.694161074784,0.899036860777
15,0.921697965564,0.301834503358,0.966791675539,0.833174372879,0.702985223269,0.896100034954
16,0.922832550872,0.298111620233,0.967002805346,0.833257308875,0.715633642874,0.894783026055
17,0.924467918634,0.294538032986,0.967244524945,0.833298776841,0.724166417913,0.893124732624
18,0.925860719905,0.291055277515,0.96730602264,0.833547584637,0.731300078925,0.892016753665
19,0.927136150253,0.287535361177,0.967576931206,0.83294629913,0.739256238134,0.890543156537
20,0.928638497664,0.284029523354,0.967961170602,0.833029235062,0.749297218602,0.889469035231
21,0.930031298919,0.280648280433,0.968076664674,0.833029235062,0.757750331463,0.888065557249
22,0.931244131448,0.277157526623,0.968361117754,0.832593821419,0.768616840413,0.886749243459
23,0.932480438211,0.273724292884,0.968878405874,0.832987767096,0.779509577258,0.885280693687
24,0.933834115806,0.270455448702,0.968967945374,0.833049969045,0.786757697944,0.884211126705
