epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.12035993130310722,3.533830839654674,0.07926888336342844,3.55999007730773
1,0.11268004483502844,3.5677576479704483,0.07925409293789981,3.5798237396009043
2,0.11534124774777371,3.588033157846202,0.07529423121631032,3.5959768801024468
3,0.114645816385746,3.577672585197117,0.07686275287855868,3.6058559778964883
4,0.11605247725611148,3.618182368900465,0.07836879318523587,3.6143471977927466
5,0.11532968930576158,3.5942718360735024,0.0780885686575802,3.6217528473247182
6,0.11567767353161522,3.614820158999899,0.07657487443507169,3.6302336924003833
7,0.11567186564207077,3.622158517008242,0.07527536689303815,3.636921409404639
8,0.11551879735096642,3.632340026938397,0.07419146081630254,3.6427612124067363
9,0.11586096558881842,3.619247446889463,0.0743569812850293,3.645151123856053
10,0.11535796717457149,3.6413451070370884,0.07410310183397749,3.64818799495697
11,0.1150156385872675,3.6504656957543413,0.07392420259897005,3.6512107776873037
12,0.11547676894975745,3.649016867513242,0.07370454537202463,3.6538465564901177
13,0.1150238986896432,3.644086910330731,0.07287168101351144,3.656921928579157
14,0.11505195757617122,3.6456767787104067,0.07316191526920054,3.659388867291537
15,0.11521648907143137,3.6424676439036494,0.07345402476406007,3.659106807275252
16,0.11485938274342081,3.6546324957971987,0.07271463409150866,3.663630825100523
17,0.11464692878982295,3.6413539699886157,0.07292088498290854,3.6653807307734634
18,0.11498653564764105,3.653426792310632,0.0731799247406536,3.6675165927771367
19,0.11458316834076591,3.665420677350915,0.07257551976098595,3.6699635260032886
20,0.11436663308869237,3.671612428582233,0.07241665588155614,3.6713030844023735
21,0.11440566441287166,3.664249264675638,0.07217083642414461,3.672264171369148
22,0.11440601361834485,3.668897825738658,0.07195252094728251,3.6731737346360176
23,0.1139217751181644,3.6662031878595767,0.07167242098049345,3.6767402598352144
24,0.11380410550729088,3.6682400185128916,0.07140891785225408,3.6794309616088867
