epoch,acc,loss,precision,val_acc,val_loss,val_precision
0,0.705653804958,1.17447812026,0.745606703317,0.674562741329,0.635823718143,0.694953759764
1,0.736430102606,0.567148133836,0.78252742686,0.671025732535,0.640326932933,0.6870507904
2,0.741932705558,0.561543236099,0.786950893888,0.675763377157,0.627722085506,0.702057511642
3,0.745071581696,0.557226149964,0.78877146974,0.677028912598,0.623028901507,0.706762869206
4,0.746861123889,0.554463006639,0.788855984609,0.674465392463,0.628309539819,0.695367336474
5,0.748459271187,0.550842672701,0.789007499232,0.677840152963,0.626562491603,0.722713916657
6,0.750612463644,0.549829638875,0.790052744454,0.677353408632,0.628980463928,0.710300276516
7,0.754344663911,0.545649134009,0.791371787786,0.677256059948,0.641519742436,0.706569933186
8,0.756162915327,0.541755243951,0.793618117334,0.677580556167,0.63044591406,0.706101282828
9,0.758756316068,0.540240928766,0.794030340538,0.676931563732,0.63329582854,0.702973882186
10,0.76080424132,0.537421796474,0.796011807086,0.678326897476,0.633156502609,0.70695265414
11,0.761139182398,0.536295799453,0.795702569774,0.678521595204,0.631634280337,0.709517832006
12,0.762411958352,0.536473319808,0.797270071897,0.678294447854,0.630956967246,0.708851577933
13,0.761531541877,0.536609418221,0.796367563318,0.678261998232,0.631646510896,0.70869094151
14,0.762727759951,0.534873767608,0.796474335707,0.678261998232,0.631774231213,0.708780244814
15,0.762191854261,0.535093832511,0.796091990191,0.678229548606,0.631832834846,0.708913089412
16,0.762134435795,0.535530556893,0.796845470183,0.678164649362,0.631790509804,0.708961664816
17,0.762029168599,0.534440114056,0.796493255267,0.678132199741,0.631878985219,0.708893830371
18,0.762450237339,0.535550818703,0.79658286224,0.678132199741,0.631858481443,0.708893830371
19,0.761761215759,0.535038273804,0.796332021481,0.678099750119,0.631899414883,0.708861201012
20,0.762957433796,0.535435860536,0.796862164522,0.678164649362,0.631901181802,0.708937923255
