epoch,acc,loss,val_acc,val_loss
0,0.520072087053918,1.4197093717402658,0.38065495933132504,2.4878212565066926
1,0.8567743357345994,0.7279306670803679,0.45391628628623076,3.142922958637073
2,0.8742313933032116,0.6133529428408183,0.5396691264432479,2.2683004233218944
3,0.8785073264903572,0.5579260935951218,0.5692099655483479,2.0244081570520986
4,0.8745140992444651,0.568341100678881,0.5612761725009413,1.9881372120254028
5,0.8543713276180178,0.6019433431026666,0.5373058622648875,2.418559853246613
6,0.8593540218084708,0.6104707404159136,0.5553679663755859,2.1101927234364233
7,0.865220153902148,0.6017555411594632,0.5452396977418665,1.870630707855888
8,0.877058447130839,0.5457416668853386,0.5526670900391695,1.793520454787709
9,0.8696374423953027,0.5154147160812371,0.5820391578882792,1.6358120623249044
10,0.8551487758586125,0.553808940048605,0.5913234540814085,1.7062035645084717
11,0.858647257182293,0.5328689246655723,0.6196826481984162,1.5384867901861627
12,0.8677645017885219,0.4865404333966942,0.6304861389548291,1.547160944056865
13,0.8780832450203158,0.46420745390242035,0.6220458908852977,1.4927975104557027
14,0.8806629264171034,0.4527889306056254,0.6223835115151821,1.351814410418453
15,0.8763870206921587,0.46791144484083125,0.6515867549329896,1.2286354016303855
16,0.8698494538598469,0.48664165112279534,0.6163065711502929,1.3909694435908777
17,0.8809809943820253,0.44787863084592366,0.5335921710967052,1.8390181514659014
18,0.8777298782497626,0.4529121768534398,0.5290344463136855,1.864403008509133
19,0.8761396638006952,0.45290331370721515,0.5774814239291224,1.6384896331345367
20,0.8817584270832437,0.4524662512542081,0.6318366111210276,1.3734152648877165
21,0.8802388807060576,0.44464211187810726,0.6807900108975546,1.1915067639918766
22,0.8800975326394704,0.4304107951312463,0.7299122358901851,0.9175029174348618
23,0.8684712581147456,0.46517015050911587,0.7898379719535054,0.7182578091521589
24,0.8489292578289758,0.5346543093708448,0.6910870814548804,0.9351637934779171
25,0.864301365891761,0.5002461791257571,0.6792707700611851,1.0864271104617509
26,0.87560956415161,0.46415108688219386,0.6893990452047299,1.0513753550307
27,0.879002048570079,0.45261399847065586,0.6883862108434881,1.006392825719354
28,0.8810163206498576,0.4400577170356894,0.6968264676967559,0.8998007446446988
29,0.8814050411472844,0.43548168632278794,0.7140445473687541,0.8366127613828763
30,0.8815463964564529,0.43459215899669407,0.7533761006726517,0.7565250707228066
31,0.881970454087164,0.42239048149937225,0.8311951438632871,0.5952887161056952
32,0.8829245875244706,0.4125630047049352,0.8477380308225138,0.5852487702513771
33,0.8808042936459373,0.4111817961386113,0.8485820609862381,0.5646426048756129
34,0.8784366309562751,0.41237794334635364,0.8479068472548806,0.5658868433232246
35,0.8741607216084599,0.4174166264178197,0.8318703755545181,0.5839693805581407
36,0.87536221193723,0.4197885463215267,0.8350776369550758,0.5725059389796392
37,0.8833839714198545,0.40930728551877904,0.8345712511061334,0.5726146497018509
38,0.8844441183591211,0.40373390098706313,0.8303510957396891,0.5652715840315915
39,0.8836313521506484,0.403817389302308,0.8379473526239556,0.5766060480157481
40,0.8834193168467739,0.40999502059330545,0.8192099900784161,0.6270494203785639
41,0.8688953167996699,0.43844382173897595,0.7678933235377093,0.7821715368180562
42,0.85673899030768,0.4551220890830975,0.7898379352489571,0.7284182773086769
43,0.8692840528396324,0.4248070311686185,0.8737339489992046,0.5104809956905569
44,0.8746201127464253,0.4132136684960296,0.8939905581061378,0.4386521033354098
45,0.8753268701300215,0.4199600238514937,0.879979742501009,0.4622682342400107
46,0.8740193662992913,0.42082565621408324,0.879304510809778,0.4568877620905497
47,0.8768110866196644,0.40769174033419825,0.8862255302777893,0.4419996371388355
48,0.8786486579601954,0.42125834658066874,0.8009790925159397,0.6551262203762452
49,0.8710862979154905,0.4436636108148645,0.76738692702352,0.7580531747215588
