epoch,acc,loss,precision,val_acc,val_loss,val_precision
0,0.694386637368,0.751986294957,0.981505454061,0.731941032058,1.32692054718,0.988246381136
1,0.71412011674,0.550200066209,0.99953569243,0.721007371125,1.16242332986,0.991960389608
2,0.705275647912,0.609944680913,0.998443725519,0.672082309699,2.38971641101,0.977988761883
3,0.708488499365,0.60868866777,0.998690032402,0.68200245712,1.88497128651,0.981933466281
4,0.70719240587,0.588981409402,0.999031388477,0.741400491518,1.04521875381,0.991744117362
5,0.705713764143,0.59945317999,0.998936546802,0.730436118053,0.706422181914,0.997004984169
6,0.717415114844,0.592883999224,0.998985833972,0.669318181935,2.50618035079,0.976465268334
7,0.702053668992,0.591799329192,0.999009268386,0.70961302223,1.65792971641,0.985263810404
8,0.706754289674,0.591498036148,0.99878389791,0.725000000117,1.37465585303,0.988317258118
9,0.710633442849,0.565287667317,0.999165356773,0.737285012402,1.18155037958,0.990131110583
10,0.698849945214,0.59708421696,0.999088085268,0.730866093483,1.18417845253,0.990613473428
11,0.711792625041,0.58537164285,0.998966992933,0.770976658594,0.415139339773,0.999051409447
12,0.705531215794,0.593708470273,0.998885768571,0.707524570142,1.02701044071,0.991408674254
13,0.706206644613,0.576111629419,0.9991483008,0.722174447292,1.29385757609,0.987518734662
14,0.706343555986,0.587508806045,0.998989049489,0.667444717562,2.48705516099,0.976548187856
15,0.710487404088,0.583650271463,0.998942151858,0.687929975547,1.59378374871,0.985371219438
16,0.711920408956,0.606878147338,0.998818266953,0.699877149994,1.74521492172,0.984357226979
17,0.706644760762,0.571351668033,0.999247405602,0.725798525916,1.37158642342,0.987794466042
18,0.706033223774,0.630758389964,0.998262498152,0.680343980461,2.07382823299,0.981678118694
19,0.698119751591,0.589956027633,0.998826437425,0.663636363754,2.40350304833,0.976857685398
20,0.699178532376,0.610736455757,0.998796053688,0.712653562771,1.67425516032,0.985838907884
21,0.702710843239,0.638443216602,0.998263765261,0.690601965719,1.95503454677,0.981788488571
22,0.70868017522,0.573295841295,0.999029021526,0.742874692992,0.954364518686,0.993181984079
23,0.701150054699,0.607210777562,0.998866746616,0.730773955891,0.810269972499,0.99504259939
24,0.706991602805,0.570877631092,0.999079500876,0.731326781444,0.642019170508,0.997856780762
