epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.497350782596419,0.5026492107971549,0.6531628939983652,0.3468371240938108
1,0.7187397482947175,0.2812602528063535,0.7033722429062388,0.2966277515021663
2,0.7501128130945666,0.24988718690543338,0.7069480872341598,0.29305190691076705
3,0.766728406175604,0.23327159419141966,0.728638746590886,0.2713612587372306
4,0.7771339898038967,0.22286601078334112,0.7253253923944968,0.27467461079651806
5,0.7849899459942221,0.21501005437280157,0.702324844589402,0.29767515593755456
6,0.791884369157218,0.20811563047575835,0.7295466643888028,0.2704533356111972
7,0.7992479807050358,0.20075201966198794,0.7188661705944065,0.28113382328704206
8,0.8006671555523802,0.19933284481464347,0.7163359268123837,0.28366407851573294
9,0.805722844718125,0.1942771556488986,0.7115364065924421,0.2884635997895876
10,0.8120646890748311,0.18793531092516894,0.7095957174165309,0.29040427620143927
11,0.8165029868703758,0.1834970126157911,0.7284205232130286,0.27157947438639135
12,0.8171095718891163,0.1828904273768364,0.7257407953439386,0.27425920225548134
13,0.8170915019923243,0.18290849764065203,0.6897071289055943,0.31029286576628917
14,0.8239552707507692,0.17604473108434912,0.7137583565032787,0.28624163816860476
15,0.8240791518112709,0.17592084892277648,0.694559189800195,0.30544081312734156
16,0.8263101266522713,0.1736898733477287,0.6955585237336299,0.30444148212144323
17,0.8310058034699539,0.16899419653004613,0.6781275163757777,0.32187247803262736
18,0.8330930450866962,0.1669069541792564,0.684792602431095,0.31520739730542674
19,0.8337653599349149,0.16623464006508512,0.7009203054874491,0.29907969770356574
20,0.8382631149785272,0.16173688553530594,0.6966650108340213,0.3033349944940953
21,0.8377360548879126,0.16226394474506378,0.7349907382298078,0.2650092617701922
22,0.8406279518686491,0.15937204776432715,0.7161417936060892,0.2838582034663742
23,0.8409388361893264,0.15906116307662627,0.7038760755818578,0.29612391882654726
24,0.8439482424059525,0.15605175796107118,0.7100996154640419,0.2899003813449432
25,0.8437000698056715,0.15629993019432858,0.6571710217736794,0.342828978489799
26,0.8429490944434856,0.15705090592353801,0.6913850432763166,0.3086149567236835
27,0.8476779780951627,0.15232202128089709,0.6520574043096868,0.34794259516335657
28,0.8482459252103797,0.15175407423908488,0.7011938571110221,0.2988061317057881
29,0.8500943183898926,0.14990568161010742,0.6966329010858517,0.3033671106242946
30,0.849710255127235,0.1502897446525508,0.7020434268506899,0.2979565670307587
31,0.845215877582287,0.1547841222342012,0.4573970620020902,0.5426029430625481
32,0.8534368276596069,0.14656317178985756,0.6803821166044134,0.31961789217819636
33,0.8545371502491054,0.14546284938387097,0.7019141021610946,0.29808589810238373
34,0.8535545970418771,0.1464454028113135,0.6974926499873108,0.30250735905877735
35,0.8546171217716386,0.14538287841187322,0.6795560096066686,0.3204439760191267
36,0.8563303468849859,0.14366965351874017,0.689623780621761,0.3103762254967905
37,0.8563906849898728,0.14360931501012716,0.6803335425661683,0.31966646621644146
38,0.8561782977851153,0.14382170221488463,0.6876831692890475,0.3123168248558794
39,0.8579873921248713,0.14201260787512868,0.6703280198492095,0.32967197988731217
