epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.10424205401669377,0.9478789023731066,0.09421877630732277,0.9528906164747296
1,0.22876482359741046,0.8856175826943439,0.11239897256547754,0.9438005288441976
2,0.25679616176563763,0.8716019210608109,0.0726473391281836,0.9636762828537913
3,0.29083002650219464,0.8545849530593209,0.01567867762324485,0.9921606670726429
4,0.3067481621452,0.8466259059698685,0.07982625383319276,0.9600868261221683
5,0.36243455435918726,0.8187827597493711,0.057470028711990875,0.9712649999242841
6,0.40944966544275696,0.7952751931936844,0.05850024058511763,0.9707498442042958
7,0.4592185901558917,0.7703906401343967,0.05531966212120923,0.9723401575377493
8,0.5115898407023886,0.7442050446634707,0.05593189484242237,0.9720340696248141
9,0.5567698530528856,0.7216150916141012,0.09771437559163931,0.9511428240573767
10,0.6060745197793712,0.6969627401103144,0.08906209355953967,0.9554689634930004
11,0.6449359448059745,0.6775319757668868,0.12657614413535956,0.936711954348015
12,0.6847899219264155,0.6576051167819811,0.10552870256431175,0.9472356890187119
13,0.7054920118788014,0.6472539642582769,0.15485766213951688,0.9225711334835399
14,0.7369720650755841,0.6315139635749485,0.2406198684916352,0.8796900601098032
15,0.7576984892720762,0.6211507553639619,0.14998562814611377,0.9250072331139536
16,0.7686753739481387,0.6156623130259307,0.2970837928128965,0.8514580979491725
17,0.7809727347415426,0.6095136326292286,0.18862048333341425,0.9056897470445344
18,0.7992882054785023,0.6003559050352677,0.18106467163924014,0.9094677170117696
19,0.8139716801436051,0.5930141080980715,0.18493803251873364,0.9075309236844381
20,0.8121224771375242,0.5939387653184973,0.28505681906685687,0.8574715888861454
21,0.8329923826715221,0.583503808664239,0.28356738072453125,0.858216253193942
22,0.8389550317888674,0.580522446528725,0.21912157038847604,0.8904391906478188
23,0.8408970573674077,0.5795514713162961,0.28095516788237024,0.8595224781469866
24,0.8535171773122705,0.5732414152311243,0.26667984823385876,0.8666600892038057
25,0.8579582286917645,0.5710208675135737,0.2723911481373238,0.8638043638431665
26,0.8595365052637847,0.5702316916507223,0.27529668356433057,0.8623516469290762
27,0.8612350976985433,0.5693824291229248,0.3506194091204441,0.824690291375825
28,0.8597393061803735,0.5701303171074908,0.3609813189867771,0.8195093815976923
29,0.867256628430408,0.5663716818975366,0.3560483988487359,0.8219757820620681
30,0.8658602911493053,0.5670699140299922,0.37651020559397613,0.811744901266965
