epoch,acc,loss,precision,val_acc,val_loss,val_precision
0,0.704954063329,4.08935133776,0.690906790133,0.443539052888,7.98641001544,0.5808483393
1,0.690251593796,4.33386471507,0.725069977959,0.663410343193,4.42006702553,0.662243023438
2,0.734877752454,3.628456082,0.718396759741,0.66748460589,4.35550944992,0.668834568108
3,0.732625284979,3.66446966538,0.714948349304,0.584564100342,4.49300253589,0.582942108574
4,0.729021337067,3.71331258614,0.709974801626,0.662762165108,4.43214301021,0.660983402429
5,0.736079068458,3.60864941526,0.722894781261,0.666604935463,4.35376310297,0.667603204524
6,0.738932193946,3.56447569139,0.725156408318,0.668086485535,4.34323328447,0.669938427292
7,0.746563280706,3.44501082267,0.740583830594,0.673271911167,4.25599315162,0.67761468847
8,0.743341569639,3.49525362828,0.73386626912,0.666280846385,4.37753728681,0.667072814837
9,0.736884496205,3.59668465548,0.720841797237,0.67239224055,4.26576920842,0.678032915213
10,0.742904727473,3.50185515978,0.733451942634,0.667762396529,4.35127094798,0.66887059182
11,0.741867227294,3.51782391925,0.729965691702,0.67086439192,4.29192188276,0.674398250108
12,0.746099135907,3.45152944314,0.738726851179,0.671651465586,4.28400403116,0.675564411156
13,0.745744201638,3.4568327472,0.738109811854,0.669429140288,4.31577590147,0.671914856932
14,0.744338115852,3.47913369712,0.733799661334,0.669475438727,4.31603415767,0.672068801223
15,0.744556536933,3.47592426538,0.734108815291,0.669475438727,4.3169474401,0.672168216836
16,0.744897819919,3.47039805489,0.734839015164,0.669614334047,4.31435819612,0.672457972756
17,0.745143543644,3.46642973444,0.735206513519,0.669706930926,4.31322915068,0.67258083854
18,0.745225451508,3.46495048929,0.735271198798,0.669892124685,4.31085497332,0.672769537744
19,0.745280056797,3.46363826511,0.735398184218,0.669938423125,4.30986800995,0.672817749979
20,0.745307359444,3.46337955248,0.735567494504,0.669845826245,4.31069887222,0.672730515823
21,0.745334662071,3.463049347,0.73544469515,0.669845826245,4.31062266019,0.672730515823
22,0.745348313415,3.46303640477,0.735370022296,0.669892124685,4.31052915333,0.672769537744
23,0.745348313409,3.46302651927,0.735465795268,0.669892124685,4.31044759133,0.672769537744
24,0.745361964747,3.4630125631,0.735652174425,0.669892124685,4.31042928034,0.672769537744
25,0.745361964697,3.46301107944,0.73557984098,0.669892124685,4.31041179542,0.672769537744
26,0.745348313395,3.46300896174,0.735339068001,0.669892124685,4.31039374245,0.672769537744
27,0.745361964703,3.46300660676,0.735520666431,0.669892124685,4.31039050389,0.672769537744
28,0.745361964755,3.46300631185,0.735358672284,0.669892124685,4.31038690325,0.672769537744
29,0.745361964697,3.46300600424,0.735498002965,0.669892124685,4.31038311413,0.672769537744
30,0.745361964711,3.46300554293,0.735387600744,0.669892124685,4.31038224378,0.672769537744
31,0.745361964721,3.46300545071,0.735401473249,0.669892124685,4.31038160477,0.672769537744
32,0.745361964703,3.46300544466,0.73547666055,0.669892124685,4.31038119963,0.672769537744
33,0.745361964689,3.46300530526,0.735415602444,0.669892124685,4.31038075456,0.672769537744
34,0.745361964711,3.46300528471,0.735399438511,0.669892124685,4.31038077293,0.672769537744
