epoch,acc,loss,precision,val_acc,val_loss,val_precision
0,0.811973704801,0.57234260089,0.936251232715,0.780535380794,0.766707923586,0.928887439667
1,0.818414462374,0.546700543644,0.950373170058,0.7826520025,0.748599778757,0.929146934706
2,0.82041790577,0.54251919893,0.951084959188,0.786947499491,0.750394897254,0.926935982083
3,0.821403975585,0.53940297081,0.950897101194,0.783544303807,0.724571455685,0.926420848658
4,0.822468304901,0.536839469638,0.949992222468,0.787611537673,0.747883536616,0.92463128844
5,0.823039599313,0.534282683659,0.949666987497,0.78759078648,0.726650708477,0.921711363842
6,0.823243074028,0.531404252104,0.948358830239,0.784332849129,0.743225488007,0.924306188841
7,0.825262169352,0.526629953559,0.947577578392,0.78817181989,0.763545445234,0.922386884271
8,0.831327281267,0.511520649679,0.945791089208,0.786968250665,0.764044620435,0.914939015185
9,0.83485678509,0.502636677744,0.943293989906,0.787839800779,0.758345092854,0.912335891735
10,0.838644545303,0.494635451323,0.940995554158,0.788317078222,0.777748594407,0.906896702408
11,0.846900923464,0.47668574331,0.941734603872,0.787881303165,0.798148600391,0.892423818559
12,0.850524338698,0.469616413391,0.940441684119,0.787736044813,0.816242127771,0.889954975302
13,0.853740804525,0.463661517944,0.939683680457,0.788545341367,0.806867313519,0.892024151642
14,0.858397245267,0.454961491622,0.940856403274,0.788192571063,0.823647888421,0.885190268806
15,0.859305055555,0.452314798404,0.940232356652,0.788586843734,0.822521033191,0.885754923257
16,0.86047894819,0.450153967375,0.940234688267,0.788234073469,0.82642542409,0.883243666964
17,0.860948505253,0.447959738179,0.939568048592,0.788462336594,0.834791719946,0.882860743139
18,0.862255439053,0.445748819135,0.93972547197,0.788524590174,0.838267692057,0.881198858045
19,0.863452809526,0.443434528855,0.939754157216,0.788400083015,0.840520130185,0.879146507949
