epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.3095724479171443,2370782.460283251,0.31461632746493184,2722183.4496561885
1,0.48268964637089246,2196200.468903941,0.4293332087326143,985141.2161100196
2,0.5511025530217316,1765520.9695197043,0.5858615311283494,1348317.9759332023
3,0.5739195174331149,1402508.5075431035,0.6098626576847084,971637.6798716846
4,0.5832280388900212,1206598.9964593595,0.6198622894076327,617776.8768418467
5,0.590744534076141,1085268.3917795566,0.4157717412956103,2641870.4071709234
6,0.5942811764813409,964225.2575431034,0.41296190363016483,2580581.654715128
7,0.597210782795704,861727.3054956896,0.5444985915026637,2696029.4322200394
8,0.6000299299585408,850394.5755849754,0.5736766894346136,1223610.7131630648
9,0.6029246271831061,772038.7549261084,0.6312302037166003,643299.3568731581
