epoch,acc,loss,val_acc,val_loss
0,0.8162379573773598,0.442716535309208,0.9987825406057644,0.09184114737001825
1,0.9999361715708176,0.10404745166501994,0.9973777873693814,0.07613402809986106
2,0.9999361715708176,0.06631026384250978,0.9980333376118341,0.07222292199102898
3,0.9999361715708176,0.05373031088254056,0.9982206385933654,0.06654279156165704
4,0.9999361715708176,0.050060386523074624,0.998876193535866,0.0629317424873926
5,1.0,0.04718522165497793,0.9996254004762735,0.05310489034263086
6,0.9999361715708176,0.04430545655864393,0.9997190477741325,0.05581878783960348
7,0.9999361715708176,0.04189054174890255,0.9993444443039288,0.06695828567105334
8,1.0,0.04116692131842576,0.9991571465153041,0.06778425730222017
9,0.9999361715708176,0.040247094354086924,0.9995317467926013,0.06935465862228977
10,0.9999361715708176,0.03859400261330712,0.9996254012298441,0.0655936775413328
11,0.9999361715708176,0.0398108654830819,0.9998126990184687,0.06249988109527858
12,0.9999361715708176,0.03988842967962567,0.9998126990184687,0.062056209621656186
13,0.9999361715708176,0.038701265620433536,0.9997190485277031,0.054919816458000856
14,0.9999361715708176,0.03946716223691276,0.9995317467926013,0.06336464150438072
15,1.0,0.039791193863553766,0.9996254012298441,0.06317610350284132
16,0.9999361715708176,0.03824609176504777,0.9995317467926013,0.05767485476426025
17,1.0,0.03719602956304548,0.9992507945667337,0.05421926222649501
18,0.9999361715708176,0.03599328758174712,0.9994380994947423,0.0565886933033465
19,1.0,0.035946590137425,0.9994380994947423,0.06120550100825759
20,1.0,0.03727019569016396,0.9994380994947423,0.06114632517935285
21,1.0,0.034851525901222515,0.9994380994947423,0.055607017213040844
22,0.9999361715708176,0.033190664401623986,0.9996254012298441,0.05089211243543705
23,0.9999361715708176,0.03383971050642267,0.9998127022113754,0.058358670669529496
24,0.9999361715708176,0.03527629670399366,0.9996254004762735,0.05408923915568352
25,0.9999361715708176,0.03603875741082943,0.9995317460390306,0.04715397611147379
26,1.0,0.03620709212756175,0.9997190477741325,0.0406295830405876
27,1.0,0.03378557997969173,0.99934444581107,0.03833214142943287
28,1.0,0.030555181761200978,0.998595241884945,0.03717479336672585
29,0.9999361715708176,0.027735460573370913,0.9989698438480075,0.03550281496584209
30,0.9999361715708176,0.025908832484122103,0.9994380963018357,0.03314270995613826
31,1.0,0.025054194617251068,0.9994380963018357,0.030793297973411387
32,1.0,0.02457877658112573,0.9995317467926013,0.026572909110560133
33,1.0,0.02374443095307002,0.9995317467926013,0.02628692364350511
34,0.9999361715708176,0.021792416753815793,0.9990634943387732,0.028397258494093268
35,1.0,0.02013827298827369,0.9986888923757106,0.03097264031895478
36,1.0,0.018544950346703955,0.997096834032695,0.031509678997134284
37,0.9999361715708176,0.017324340967254003,0.9972841350142262,0.030776008298803042
38,1.0,0.017423843047819094,0.997752390660961,0.036956183892493506
39,1.0,0.022709363450408516,0.9981269918704528,0.04506976186243933
40,1.0,0.022864372887798266,0.997939687696015,0.03801821880489113
41,1.0,0.018590351027388582,0.997939687696015,0.03324330248926648
42,0.9999361715708176,0.01713119835406209,0.9968158810532569,0.031791511926389036
43,0.9999361715708176,0.017644612329749933,0.9960666771271318,0.03354665280858239
44,1.0,0.017390576311265674,0.9924143079872725,0.03410588158032902
45,0.9999361715708176,0.01709460186223194,0.9895111459664446,0.03543085412928734
46,1.0,0.017182346979342674,0.9870762356458743,0.04361499609679645
47,1.0,0.018784162593945903,0.9882000351492487,0.045752487993480105
48,1.0,0.018604357234609105,0.9907286023463978,0.047326986134309745
49,1.0,0.017432555367024878,0.9922270101986478,0.043951506276481866
