epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.5961010723645463,0.25703778165608204,0.5521190250493688,0.27462961403232194
1,0.7340449605669294,0.1794200592807361,0.4950980201568491,0.30616699970072986
2,0.7461807360790046,0.17210635513507674,0.7034747845882985,0.19936261570523905
3,0.7626155550256738,0.16339327310546867,0.7055752961246813,0.19757820238415993
4,0.7688172234983867,0.1594989697994857,0.700174883066554,0.20036303262228114
5,0.7785320511005195,0.1541254449030155,0.699533329907007,0.2001875515712502
6,0.7854965119232685,0.1491300174461797,0.7237680316088476,0.18837992870386083
7,0.7907065314612365,0.14568080121807278,0.7107234843119189,0.1951550503201007
8,0.7938998900904444,0.1435706346052621,0.6021874043468408,0.2519821302127276
9,0.7898904005882188,0.1470724690723889,0.7053269724597631,0.1974021521321917
10,0.8022096977738912,0.13929198016160227,0.7086161974019761,0.19587354853837102
11,0.8065029316641427,0.1376764797628513,0.7075483527305318,0.1967367543335748
12,0.808471340410815,0.13549621392206607,0.7125453220603508,0.1949260631806724
13,0.8105276965449009,0.13402169287718577,0.7018260248517709,0.2008096527432646
14,0.8147362505861104,0.13247780254101518,0.7237177843663454,0.1885529050716951
15,0.816695406372324,0.13054198125753497,0.7142986215519296,0.1936850640593437
16,0.818776716005626,0.12913095918048192,0.7182604384797027,0.19083975337460374
17,0.8212770672854531,0.12870832978578037,0.7107694159263712,0.19638802512221346
18,0.8214621721523736,0.1287089863544321,0.711649328704433,0.19460979759810249
19,0.8260108821204143,0.12680700070825704,0.7112219026842848,0.19526532661235638
20,0.8272370267384158,0.12428678517124336,0.7116846966251643,0.19438280411108538
21,0.8303888929007676,0.12413231279756048,0.7218156458118341,0.1888735542597143
22,0.8303166332796876,0.12327717563935689,0.6751432335095696,0.2131683607466797
23,0.8301057752423686,0.12287684260257359,0.7102959512903086,0.19675763680330663
24,0.8364740328248499,0.11849321226768306,0.7195130658056038,0.1902689877568153
25,0.8365275410595786,0.11951325723690352,0.6956361765828722,0.202199004605149
26,0.8408110260669821,0.11840211244052266,0.7101538468789024,0.1957283584448584
27,0.8414891071507496,0.11718967270674964,0.711077108247341,0.19598739223887737
28,0.8406466937123849,0.11674955591853028,0.7091576284298963,0.19677060971325647
29,0.8442559770762627,0.11557054754548472,0.7064939443980781,0.1974629544907328
30,0.8433802082327199,0.11553645110115629,0.709152856603821,0.19562232532412224
31,0.8433046837158391,0.11325640622251139,0.7078623794502266,0.19807803179988223
32,0.8474072537985928,0.11195621142173048,0.6888367698211333,0.20791112919921725
33,0.8484481000547925,0.11221620932294818,0.7129247609547875,0.19394326043152388
34,0.8505953738254867,0.11174297347444619,0.7068320325409265,0.19827296112047432
35,0.8518401087798508,0.11011627316474915,0.7118938307630992,0.1946760041891709
36,0.8536160513391635,0.1089484546094986,0.7082497298366195,0.1975897153901679
37,0.853447956551472,0.11038826139909881,0.7035755794385562,0.20089881479271737
38,0.8573630482986055,0.10677732362095359,0.7029749032673527,0.2001154676870185
39,0.8573397458186878,0.10639794690194976,0.7036544345099706,0.1994626674296111
40,0.8578634941812806,0.1070318074685893,0.7060868301536808,0.20319531688170256
41,0.8587762789773237,0.10397464095665317,0.7041258472941948,0.20205283416746173
42,0.8603964646167943,0.10614972244122345,0.7106078575659829,0.19608620956745035
43,0.8613415787666302,0.10728430592000777,0.7025390806038863,0.2007072917487626
44,0.8624779187106146,0.10555216436976282,0.706225168025798,0.1978644968718583
45,0.8621091161455426,0.10553762839712533,0.6965281544710658,0.20313941612693323
46,0.8642971819551121,0.10505554738816957,0.7032072758979085,0.19930233714154286
47,0.8640814046260759,0.10315081154184388,0.7035845701375972,0.2036776718315769
48,0.866625635641549,0.10422704686305206,0.7002814378743087,0.20160235385529418
49,0.8645897272772389,0.10444024126297735,0.7038427478906448,0.2001809334356799
