epoch;acc;loss;val_acc;val_loss
0;0.650045637063;0.851855963366;0.640878378437;1.37261097566
1;0.655184373681;0.549120964073;0.736363636422;1.24963043134
2;0.657749178554;0.613165331383;0.685657248216;2.27461502652
3;0.674187659699;0.528076258146;0.719256756815;1.5858621697
4;0.671814530729;0.567026124853;0.672328009887;2.46056167757
5;0.675721065861;0.530689615109;0.715694103253;1.68965595056
6;0.662303760436;0.544255388875;0.751996314555;0.878962618479
7;0.671960569538;0.538286051301;0.708046683047;1.88721474213
8;0.657539247888;0.541006334553;0.672020884521;1.82816699054
9;0.663946695757;0.553778150531;0.689588452147;2.22489255717
10;0.661975173425;0.556622566107;0.710902948462;1.83614480126
11;0.667533771397;0.568122940426;0.730098280157;1.08907750927
12;0.661491420274;0.600707985868;0.755313267872;0.654806750881
13;0.670792259744;0.578772472561;0.705405405464;1.8050912034
14;0.66606425712;0.542788610767;0.719502457061;1.29681195193
15;0.660870755746;0.558760175099;0.71729115485;1.61916798788
16;0.657384081786;0.550181814322;0.732585995086;1.49043416391
17;0.659437751017;0.588905434319;0.721959459518;0.892429681814
18;0.668446513348;0.565861622566;0.735073710132;1.12948435952
19;0.659346476681;0.559254468645;0.734858722417;1.18364895277
