epoch,acc,loss,precision,val_acc,val_loss,val_precision
0,0.79905320816,0.591577751797,0.958948165106,0.839705577647,0.456584144306,0.981705983274
1,0.806627543073,0.559613283477,0.968623124967,0.832241343705,0.46075696161,0.978659557738
2,0.810078247273,0.551869207018,0.969205680886,0.839726311565,0.454364511746,0.979186581695
3,0.812762128326,0.546013529566,0.968585060848,0.840949616562,0.450249400545,0.980955537256
4,0.815375586862,0.539941212168,0.968555495582,0.837901721064,0.453255829525,0.977607537789
5,0.818669796594,0.534239168801,0.968504404268,0.836305204435,0.464774475135,0.974658006409
6,0.822042253521,0.526760628981,0.967204546928,0.836761351935,0.463077351564,0.97745629093
7,0.82701095462,0.515589904992,0.966374500734,0.838316400786,0.463524608995,0.970725776149
8,0.845892018779,0.47542289433,0.965147427005,0.83647107617,0.492032529906,0.958223168266
9,0.854820031329,0.452913564056,0.96205667942,0.835931992677,0.51800140998,0.948914625065
10,0.863748043856,0.432909046093,0.95818728141,0.833195106923,0.539719828437,0.93943053327
11,0.881486697984,0.394718916772,0.962567962026,0.833257308934,0.565583204781,0.928262051967
12,0.886557120505,0.381880664639,0.96146766726,0.833423180736,0.587623993911,0.920694540161
13,0.891126760578,0.372206639113,0.961060754898,0.832573087431,0.601658492192,0.917864215441
14,0.89719092331,0.358934403697,0.96257672746,0.832614555397,0.613622312703,0.914274802649
15,0.898951486691,0.355466743818,0.962288270896,0.832738959295,0.619665693662,0.911753396431
16,0.899812206588,0.352658176359,0.962320260031,0.832510885418,0.625986562632,0.910281434508
17,0.901150234753,0.349805872006,0.962357330292,0.83217914169,0.63014633353,0.90992965567
18,0.901940532093,0.347044942941,0.962219428535,0.832075471775,0.63712988597,0.908228793882
19,0.903215962453,0.344129097687,0.962451493915,0.832096205822,0.640448997869,0.907051443371
20,0.904655712072,0.341438157603,0.962461989258,0.8315571222,0.647694388307,0.905756422066
21,0.905923317725,0.338624740781,0.962643078,0.831930333958,0.655924184752,0.903964731326
22,0.906932707374,0.335795952367,0.962525055662,0.832054737792,0.660738068914,0.902584222837
23,0.907871674503,0.333028129391,0.962692769674,0.83176446203,0.668582429212,0.901212094501
24,0.909233176835,0.330260669696,0.962840273145,0.83180593006,0.672262428425,0.900168071259
25,0.910312989042,0.3274452054,0.963126000477,0.831888865928,0.680379007899,0.898882895559
26,0.911431924875,0.324580814975,0.96347038569,0.832262077622,0.686654803492,0.89716509285
27,0.912785602519,0.321759403498,0.963463895981,0.832034003873,0.69353276753,0.89579923128
28,0.913693270765,0.318923708053,0.963602868201,0.831722994128,0.701672759213,0.894701491911
29,0.915078247276,0.315966258402,0.96392107499,0.831640058132,0.706959480408,0.893286875615
