epoch,dice_coef,iou,loss,val_dice_coef,val_iou,val_loss
0,0.172167812190626,0.09662082571050395,2.583385089169378,0.07626702228232964,0.04046218311784535,1.7396115308458155
1,0.21906589399213378,0.12544498808034088,1.219701147597769,0.07362505484144838,0.03905623933546436,1.0986137308857657
2,0.2341110092142354,0.13511604942057442,0.8581279438474904,0.07352850161789154,0.03900219556618884,0.9585497568954121
0,0.17216348567086717,0.09661816821798035,2.5833856250928795,0.0762634558407378,0.04046010782026728,1.7396143539385363
1,0.21906614799214447,0.12544590652636858,1.2197021857551906,0.07362595183208627,0.03905679028221956,1.0986163399436257
2,0.23400519483763238,0.1350437147785788,0.8582375148068304,0.07351264815423003,0.0389930526845009,0.9585666372017427
3,0.24507913686659025,0.14187744297087193,0.7791779404101165,0.07321451877148567,0.03882141362555558,0.9363050948489796
4,0.24847780948747758,0.14525828356652157,0.7673741397650345,0.07209078661187297,0.03818163268244296,0.9372162168676202
5,0.2591167006155719,0.1520720077759546,0.7569479797197425,0.0755015653055373,0.03988641107968182,0.9333230717615648
6,0.26791029060664384,0.15743551532859387,0.7480530433032824,0.0727747450423935,0.038381533727674236,0.935620440678163
7,0.27465780276967133,0.16233902767948483,0.7412633844043898,0.07188530064939352,0.03784688534770711,0.9361046119169756
8,0.28308988226496656,0.1681719967690499,0.7328958661659905,0.06787092019327577,0.03565907267594329,0.9401878132061525
9,0.2851182420940503,0.1722369904589394,0.7304298338682755,0.07065136050170456,0.0371369518794712,0.9367579438469626
10,0.2943236621825591,0.17683183696606886,0.7222349638524262,0.0754156099838755,0.03964496499049181,0.9349653111262755
11,0.30376859916293103,0.183626021736342,0.7137394811796105,0.07887842247675342,0.04177358771663752,0.9296774105592207
12,0.30935983126578126,0.18807790468892324,0.7078893715920656,0.10146493922961368,0.055419170113798995,0.9084341661496595
13,0.3202117529495255,0.19572026481770952,0.6973611764285875,0.08483905460029333,0.04535035034429959,0.9232392649758946
14,0.326003973769105,0.20037789140706477,0.6907682312571484,0.07478222496733493,0.03953526178454261,0.9352787435054779
15,0.3375310244767562,0.20759393235911494,0.6824727737385293,0.06602653348818421,0.03450593656849709,0.9423087943683971
16,0.34896952364107836,0.2165146196504002,0.6695483477219292,0.07288512066588737,0.038239407349134454,0.9353851066394285
17,0.34758345147837766,0.21769890224804048,0.6703517877537272,0.06481147731061686,0.033844006081132895,0.9449097148396752
