epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.4673158152353095,0.7663420982065454,0.3403410006553755,0.8298295077380784
1,0.6122172422113672,0.6938913781031043,0.3512734298449044,0.824363284701601
2,0.6365884201364883,0.6817057913383552,0.24744096975944457,0.8762795039273183
3,0.6445648169095537,0.6777175937430345,0.4024939028494949,0.7987530622460427
4,0.653786729570687,0.6731066278300103,0.552303833152176,0.7238480787758433
5,0.6691025892893473,0.6654487027179526,0.5394920165898329,0.7302539813409158
6,0.6834659143886735,0.6582670486078853,0.5972034484489795,0.7013982769546159
7,0.6906593652953089,0.6546703204292815,0.5237073082511031,0.7381463296916506
8,0.7009555537440432,0.649522225765352,0.591550303930673,0.7042248637304394
9,0.70833168339237,0.6458341618203132,0.6107162273053183,0.6946418843138109
10,0.7175419281365949,0.6412290324152043,0.6082015167067357,0.695899252224406
11,0.7256572580618844,0.6371713783537041,0.6069872072393742,0.69650640454861
12,0.7302763970200643,0.634861796303133,0.6072796615472901,0.6963601609982482
