epoch;acc;loss;precision;recall;val_acc;val_loss;val_precision;val_recall
0;0.703413654618;0.707062064905;0.980656300844;5.80596933187;0.699692874722;1.74881042268;0.985403777458;6.03525798526
1;0.703030302939;0.597301599674;0.998853094345;6.00146951442;0.678808353838;2.40326764557;0.977658179966;6.03845208845
2;0.700100401672;0.617490526828;0.998656584652;6.00163380796;0.765479115538;0.586775241671;0.996589034078;6.8171375919
3;0.702838627032;0.560095740313;0.999397877404;6.00397955458;0.678040540599;2.32249497442;0.978393208834;6.05856879607
4;0.698895582207;0.617388559532;0.998663469769;6.00206279664;0.712377149936;1.14343031747;0.99226406388;6.00104422604
5;0.694815626054;0.605316231176;0.998781779423;6.00200803213;0.74143120399;0.823261700801;0.99499757284;6.08175675676
6;0.704463307824;0.581564605549;0.998999806711;6.0010222709;0.69269041772;2.05679930375;0.981395807577;6.29136977887
7;0.706288791482;0.602862088356;0.998700298937;6.00104052574;0.727917690476;1.39531119614;0.989521074881;6.10918304668
8;0.704435925464;0.576435939306;0.999078862029;6.00243702081;0.694533169592;1.94062481711;0.982759797661;6.22042383292
9;0.711683095907;0.555423603627;0.99938285329;6.00490142388;0.669502457061;1.91836070839;0.981165773921;6.01670761671
10;0.699698795255;0.595822354819;0.998934101162;6.00759401241;0.7077702703;0.912468523153;0.994646314233;6.00282555283
11;0.713709382825;0.574153882224;0.999339389139;6.00118656444;0.700737100796;1.57133645695;0.986803547815;6.1644041769
12;0.698731288857;0.615473118556;0.998807138316;6.00072106608;0.692045454604;2.1448735441;0.979869132077;6.19287469287
13;0.703842643183;0.623508098229;0.998425140047;6.00186199343;0.713912776471;1.60091914182;0.986617308577;6.09987714988
14;0.700438116101;0.57481049066;0.999218692619;6.00329499817;0.742598280157;0.643495888118;0.996005536795;6.44683660934
15;0.694541803526;0.605441169915;0.998689387479;6.00251916758;0.661486486545;2.31347453768;0.977575519688;6.04265970493
16;0.703742241629;0.552180345879;0.999483915888;6.00101314348;0.753316953376;0.619007957304;0.998106037018;6.105497543
17;0.706115370578;0.569117393917;0.999172276987;6.00154253377;0.676873464432;2.19717182169;0.978681991844;6.07100737077
18;0.706882073728;0.571938393959;0.998967632337;6.00303030303;0.718703931263;1.38440848896;0.987992604417;6.34471744472
19;0.700940124137;0.60882077661;0.998518187741;6.00688207375;0.679944717474;2.26399379456;0.978892625023;6.03132678133
